Date,Open,High,Low,Close,Volume,Name
8/31/2006,190.94,191.27,189.29,189.45,2967829,GOOGL
9/1/2006,190.69,190.83,188.78,189.49,2674099,GOOGL
9/5/2006,190.12,192.89,188.91,192.37,4075696,GOOGL
9/6/2006,191.24,191.79,190.02,190.26,3727247,GOOGL
9/7/2006,189.88,191.07,188.89,189.43,3842020,GOOGL
9/8/2006,188.55,190.59,188.55,189.11,3083687,GOOGL
9/11/2006,189.32,192.54,189.07,192.24,4529209,GOOGL
9/12/2006,192.69,196.56,192.63,196.15,5467584,GOOGL
9/13/2006,197.77,203.58,197.75,203.49,9770012,GOOGL
9/14/2006,202.35,203.34,201.17,202.19,5367264,GOOGL
9/15/2006,203.94,205.23,203.57,205.14,7841361,GOOGL
9/18/2006,205.2,209.55,204.94,207.55,7112081,GOOGL
9/19/2006,207.94,207.95,196.57,202.11,14296993,GOOGL
9/20/2006,203.75,203.9,197.51,198.7,9154036,GOOGL
9/21/2006,200.35,204.43,200.13,203.63,10696761,GOOGL
9/22/2006,202.69,203.93,200.88,202.09,4649781,GOOGL
9/25/2006,202.99,204.93,201.45,202.19,5741665,GOOGL
9/26/2006,202.95,204.04,201.09,203.64,5294954,GOOGL
9/27/2006,203.35,205.82,201.39,201.66,5977574,GOOGL
9/28/2006,202.24,203.69,200.47,201.99,5112270,GOOGL
9/29/2006,202.76,203.01,200.91,201.15,3314271,GOOGL
10/2/2006,201.15,203.2,200.6,200.92,3652860,GOOGL
10/3/2006,200.85,203.43,199.29,202.22,5467091,GOOGL
10/4/2006,202.69,208.09,201.73,208.06,6665603,GOOGL
10/5/2006,207.56,209.33,205.64,206.11,5791267,GOOGL
10/6/2006,205.32,211.17,205.08,210.46,7339021,GOOGL
10/9/2006,212.61,216.19,211.92,214.71,7606719,GOOGL
10/10/2006,216,219.14,211.41,213.54,9791240,GOOGL
10/11/2006,212.72,215.17,212.09,213.46,5636120,GOOGL
10/12/2006,214.49,215.05,212.21,213.93,4848073,GOOGL
10/13/2006,214.09,214.96,212.99,213.86,3622924,GOOGL
10/16/2006,214.06,214.81,210.88,211.09,4319941,GOOGL
10/17/2006,210.36,212.09,208.56,210.53,5225527,GOOGL
10/18/2006,211.71,212.59,208.96,209.86,6018380,GOOGL
10/19/2006,210.33,227.68,209.99,213.24,11819967,GOOGL
10/20/2006,229.72,230.28,227.02,230.06,11651830,GOOGL
10/23/2006,231.37,242.56,230.42,240.63,15113954,GOOGL
10/24/2006,238.38,239.17,235.94,236.89,8691915,GOOGL
10/25/2006,238.98,244.49,237.79,243.54,9193703,GOOGL
10/26/2006,244.08,246.23,242.34,242.79,7041034,GOOGL
10/27/2006,242.19,242.86,236.48,237.84,6605323,GOOGL
10/30/2006,237.65,240.47,235.24,238.52,6564929,GOOGL
10/31/2006,239.27,241.32,237.16,238.43,6290913,GOOGL
11/1/2006,239.62,239.8,232.86,233.98,5432936,GOOGL
11/2/2006,233.98,237.1,233.42,235.19,5237726,GOOGL
11/3/2006,236.35,237.11,232.76,236.13,4909128,GOOGL
11/6/2006,237.12,240.07,236.4,238.71,4994005,GOOGL
11/7/2006,238.72,239.75,236.12,236.52,4899975,GOOGL
11/8/2006,235.41,241.11,234.53,237.74,7967989,GOOGL
11/9/2006,238.49,239.98,236.17,236.55,4881874,GOOGL
11/10/2006,237.13,237.6,235.38,237.01,2798140,GOOGL
11/13/2006,237.69,240.83,237.31,240.76,4346003,GOOGL
11/14/2006,240.59,245.22,240.49,244.89,7227386,GOOGL
11/15/2006,246.96,250.17,246.21,246.21,8375966,GOOGL
11/16/2006,247.75,249.09,246.53,248.2,5095517,GOOGL
11/17/2006,246.87,250.08,246.75,249.64,5523304,GOOGL
11/20/2006,249.45,249.45,246.57,247.77,5125836,GOOGL
11/21/2006,248.52,255.25,248.16,255.08,8437379,GOOGL
11/22/2006,255.74,256.76,253.14,254.26,4502581,GOOGL
11/24/2006,252.5,254,252.3,252.8,1734759,GOOGL
11/27/2006,250.94,251.14,242.62,242.62,7328930,GOOGL
11/28/2006,240.81,245.17,238.75,244.99,7805521,GOOGL
11/29/2006,247.37,247.62,241.37,242.57,6316158,GOOGL
11/30/2006,242.34,245.45,241.02,242.65,5578592,GOOGL
12/1/2006,243.23,244.44,239.49,240.64,5632131,GOOGL
12/4/2006,241.74,243.96,239.91,242.67,4908948,GOOGL
12/5/2006,243.94,244.96,242.69,243.74,4104051,GOOGL
12/6/2006,243.72,246.45,242.5,244.6,4452242,GOOGL
12/7/2006,245.36,246.15,241.45,241.56,4664925,GOOGL
12/8/2006,241.21,244.54,240.24,242.3,3976769,GOOGL
12/11/2006,242.7,244.69,242.14,242.21,3265994,GOOGL
12/12/2006,242.17,243.42,240.38,241.13,4213915,GOOGL
12/13/2006,242.59,242.99,238.75,239.73,4664176,GOOGL
12/14/2006,240.37,242.12,238.87,241.3,4759376,GOOGL
12/15/2006,241.56,242.3,240.16,240.39,5249098,GOOGL
12/18/2006,241.49,241.61,230.59,231.63,8019415,GOOGL
12/19/2006,231.09,234.89,229.48,234.55,6590738,GOOGL
12/20/2006,235.23,235.99,231.4,231.68,4382715,GOOGL
12/21/2006,232.32,232.86,226.4,228.33,6964912,GOOGL
12/22/2006,228.98,229.55,226.59,228.02,3989025,GOOGL
12/26/2006,228.49,229.96,227.52,228.99,2075834,GOOGL
12/27/2006,230.23,234.27,229.78,234.25,4232499,GOOGL
12/28/2006,233.79,234.52,231.36,231.51,3140196,GOOGL
12/29/2006,231.28,232.47,230.16,230.47,2559612,GOOGL
1/3/2007,233.23,238.57,230.79,234.03,7722839,GOOGL
1/4/2007,234.73,242.22,234.41,241.87,7916458,GOOGL
1/5/2007,241.49,243.99,239.29,243.84,6874670,GOOGL
1/8/2007,244.09,245.18,241.34,242.03,4756244,GOOGL
1/9/2007,242.97,244.37,240.84,242.99,5383043,GOOGL
1/10/2007,242.46,247.02,241.26,244.97,5978283,GOOGL
1/11/2007,248.85,251.13,248.34,250.11,7227025,GOOGL
1/12/2007,251.25,252.75,250.25,252.75,4475211,GOOGL
1/16/2007,254.03,256.76,251.9,252.39,7579201,GOOGL
1/17/2007,251.95,254.14,247.44,248.89,6708439,GOOGL
1/18/2007,247.51,248.49,243.96,244.16,5932894,GOOGL
1/19/2007,244.23,245.63,243.61,245.12,4979438,GOOGL
1/22/2007,246.5,246.57,239.49,240.66,5407309,GOOGL
1/23/2007,240.64,242.62,238.88,239.76,4686879,GOOGL
1/24/2007,242.46,250.02,241.89,249.78,6074077,GOOGL
1/25/2007,250.75,252.5,243.07,244.29,6444810,GOOGL
1/26/2007,245.71,249.2,243.76,248.17,5497075,GOOGL
1/29/2007,249.25,249.62,245.5,246.48,4778995,GOOGL
1/30/2007,247.25,249.25,245.86,247.41,4185385,GOOGL
1/31/2007,248.49,252.75,248,251,12402800,GOOGL
2/1/2007,253.25,253.26,241.01,241.12,15669297,GOOGL
2/2/2007,241.55,242.74,239.14,240.99,6312533,GOOGL
2/5/2007,238.99,239.24,233.33,233.81,7210422,GOOGL
2/6/2007,234.28,236.89,233.86,235.98,5326388,GOOGL
2/7/2007,237.15,237.41,234.62,235.24,4121831,GOOGL
2/8/2007,234.26,237.11,232.81,235.75,4077666,GOOGL
2/9/2007,236.06,236.58,230.98,231.18,4859692,GOOGL
2/12/2007,230.57,231.43,227.74,229.37,5754929,GOOGL
2/13/2007,229.81,231.62,228.86,229.78,4147588,GOOGL
2/14/2007,230.23,234.8,229.84,233.2,5700073,GOOGL
2/15/2007,233.23,233.3,230.59,230.97,4049689,GOOGL
2/16/2007,231.63,235.31,231.26,235.2,6179453,GOOGL
2/20/2007,234.47,236.61,232.59,236.29,4069032,GOOGL
2/21/2007,235.15,239.58,234.1,238.17,5643426,GOOGL
2/22/2007,239.58,242.36,237.43,238.16,5747347,GOOGL
2/23/2007,238.11,238.71,234.13,235.55,3885580,GOOGL
2/26/2007,236.65,237.86,232.11,232.7,3990296,GOOGL
2/27/2007,227.73,230.13,223.81,224.61,9338828,GOOGL
2/28/2007,225.43,227.06,221.74,224.95,8046584,GOOGL
3/1/2007,221.56,226.44,220.22,224.34,8689893,GOOGL
3/2/2007,222.78,224.57,219.56,219.56,6585824,GOOGL
3/5/2007,218.73,222.97,218.72,220.69,6359581,GOOGL
3/6/2007,223.96,229.73,223.91,229,7537169,GOOGL
3/7/2007,231.58,231.8,227.37,228.05,6534977,GOOGL
3/8/2007,229.84,232.98,227.28,227.59,5363496,GOOGL
3/9/2007,229.23,229.43,225.28,226.71,4977644,GOOGL
3/12/2007,226.51,227.85,225.78,227.6,3467969,GOOGL
3/13/2007,225.28,226.19,221.64,221.74,6378634,GOOGL
3/14/2007,221.84,224.55,219.72,224.22,8021553,GOOGL
3/15/2007,224.15,225.14,222.19,223.32,3947143,GOOGL
3/16/2007,223.05,223.57,220.16,220.65,5669244,GOOGL
3/19/2007,221.85,224.47,220.54,223.84,5200733,GOOGL
3/20/2007,223.12,224.02,222.02,222.86,3422340,GOOGL
3/21/2007,222.87,228.51,222.83,228.5,5801900,GOOGL
3/22/2007,228.03,231.32,226.49,231.25,5727728,GOOGL
3/23/2007,230.96,231.93,228.77,231.15,4114854,GOOGL
3/26/2007,230.51,232.73,228.04,232.73,4711009,GOOGL
3/27/2007,232.01,232.85,230.4,232.04,3742166,GOOGL
3/28/2007,231.17,232.95,230.31,231.17,4641156,GOOGL
3/29/2007,232.51,233.23,227.73,230.69,3989119,GOOGL
3/30/2007,231.28,231.93,228.3,229.31,3380552,GOOGL
4/2/2007,229.11,229.49,226.29,229.49,3448632,GOOGL
4/3/2007,232.26,237.36,232.23,236.54,6518088,GOOGL
4/4/2007,236.31,236.74,235.02,235.75,3779646,GOOGL
4/5/2007,235.89,236.28,235.04,235.99,2716305,GOOGL
4/9/2007,236.73,236.74,233.03,234.34,3063964,GOOGL
4/10/2007,233.78,235.63,232.81,233.48,2979518,GOOGL
4/11/2007,233.26,234.93,231.54,232.5,3824385,GOOGL
4/12/2007,232.23,234.23,231.35,233.93,2711803,GOOGL
4/13/2007,234.46,234.62,231.91,233.38,2799340,GOOGL
4/16/2007,234.46,238.73,234.31,237.37,5080883,GOOGL
4/17/2007,237.14,238.43,236.04,236.64,3216071,GOOGL
4/18/2007,235.87,240.19,235,238.24,5672972,GOOGL
4/19/2007,237.49,241.22,235.03,236.06,11225221,GOOGL
4/20/2007,245.51,246.5,241.25,241.48,12223144,GOOGL
4/23/2007,240.29,242.74,239.37,239.78,5679371,GOOGL
4/24/2007,239.54,240.23,238.01,239,3699323,GOOGL
4/25/2007,240.24,240.93,238.29,239.23,3972723,GOOGL
4/26/2007,239.29,242.47,238.79,240.83,4132037,GOOGL
4/27/2007,240.28,241.44,239.4,239.74,2927221,GOOGL
4/30/2007,239.81,240.92,235.93,235.93,3645852,GOOGL
5/1/2007,236.33,236.64,232.32,234.73,3658854,GOOGL
5/2/2007,234.56,235.78,233.1,233.12,3080494,GOOGL
5/3/2007,233.34,237.27,232.88,236.85,3596694,GOOGL
5/4/2007,235.3,237.66,233.17,235.8,3951718,GOOGL
5/7/2007,236.31,236.65,233.47,233.87,3022311,GOOGL
5/8/2007,233.3,234.32,232.6,233.64,2908622,GOOGL
5/9/2007,233.31,236.1,232.17,234.86,3892236,GOOGL
5/10/2007,233.75,234.98,230.74,230.97,3691513,GOOGL
5/11/2007,231.15,233.73,230.73,233.6,2940516,GOOGL
5/14/2007,232.97,233.99,230.23,231.12,3873493,GOOGL
5/15/2007,231.21,231.5,228.93,229.23,4119544,GOOGL
5/16/2007,231.23,236.81,229.74,236.54,6563239,GOOGL
5/17/2007,236.47,237.85,235.64,235.72,4667201,GOOGL
5/18/2007,236.25,236.59,235.11,235.4,3696999,GOOGL
5/21/2007,235,239.84,233.59,235.54,6168614,GOOGL
5/22/2007,236.74,239.74,236.74,238.17,3840233,GOOGL
5/23/2007,240.65,241.95,237.11,237.22,5086490,GOOGL
5/24/2007,237.81,239.84,235.99,237.4,4200474,GOOGL
5/25/2007,240.09,242.72,238.87,242,5348571,GOOGL
5/29/2007,242.74,246.15,242.24,243.8,5221872,GOOGL
5/30/2007,242.49,249.67,241.74,249.55,7299636,GOOGL
5/31/2007,250.53,254.64,248.78,249.2,8927564,GOOGL
6/1/2007,250.75,252.76,249.21,250.45,4806053,GOOGL
6/4/2007,249.2,255.51,249.04,253.79,7103954,GOOGL
6/5/2007,255.13,259.76,253.56,259.68,10459611,GOOGL
6/6/2007,258.63,260.65,257.89,259.38,7899928,GOOGL
6/7/2007,260.13,263.51,256.51,257.79,10641285,GOOGL
6/8/2007,258.36,260.08,254.98,258,6360840,GOOGL
6/11/2007,257.27,259.38,255.25,255.93,4654821,GOOGL
6/12/2007,254.61,256.09,251.84,252.64,6423044,GOOGL
6/13/2007,253.8,254.52,249.59,252.87,7042609,GOOGL
6/14/2007,252.94,253.19,251.1,251.67,4624604,GOOGL
6/15/2007,254.35,254.75,250.87,253.2,6174369,GOOGL
6/18/2007,253.34,258.26,252.37,257.86,4844965,GOOGL
6/19/2007,257.26,258.88,256.03,257.41,4384299,GOOGL
6/20/2007,258.74,259.63,254.78,255.24,4340703,GOOGL
6/21/2007,255.75,257.9,253.39,257.31,4410593,GOOGL
6/22/2007,258.47,262.76,258.31,262.75,7287906,GOOGL
6/25/2007,264.75,267.76,261.95,263.97,7926891,GOOGL
6/26/2007,266.63,266.87,263.38,265.4,5690466,GOOGL
6/27/2007,262.76,264.26,260.04,263.41,6126644,GOOGL
6/28/2007,262.7,265.01,262.16,262.77,4174304,GOOGL
6/29/2007,263.27,263.96,259.99,261.61,3881004,GOOGL
7/2/2007,263.01,266.19,262.36,265.46,3496531,GOOGL
7/3/2007,265.8,267.47,264.01,267.44,1871795,GOOGL
7/5/2007,268.05,272.47,266.34,271.09,4943783,GOOGL
7/6/2007,270.9,272.21,269.63,269.97,2747044,GOOGL
7/9/2007,271.77,274.64,270.4,271.55,3731529,GOOGL
7/10/2007,272.17,273.77,271.1,271.94,3856200,GOOGL
7/11/2007,272.08,273.52,270.28,272.51,3311848,GOOGL
7/12/2007,273.2,273.93,270.38,272.94,3443154,GOOGL
7/13/2007,274.23,276.61,273.9,276.36,5237139,GOOGL
7/16/2007,275.43,279.57,274.93,276.77,6601545,GOOGL
7/17/2007,277.8,279.14,276.47,277.78,4331404,GOOGL
7/18/2007,277.22,277.53,272.18,275.02,6084148,GOOGL
7/19/2007,277.01,277.04,271.39,274.57,11127140,GOOGL
7/20/2007,256.21,261.85,255,260.32,17773613,GOOGL
7/23/2007,259.76,260.26,256.33,256.51,6356603,GOOGL
7/24/2007,254.9,259.6,253.81,257.26,5741426,GOOGL
7/25/2007,258.75,258.77,253.03,255.13,5556426,GOOGL
7/26/2007,254.62,256.55,249.69,254.25,6894330,GOOGL
7/27/2007,254.52,258.57,253,256.2,5472989,GOOGL
7/30/2007,256.72,259.93,255.51,258.31,3967248,GOOGL
7/31/2007,260.38,260.48,255.25,255.25,4270981,GOOGL
8/1/2007,255.51,258.51,254.32,256.73,4428166,GOOGL
8/2/2007,257.12,257.75,254.75,255.76,3156501,GOOGL
8/3/2007,255.28,256.86,251.75,251.75,3176102,GOOGL
8/6/2007,251.75,255.33,251.5,255.25,3651924,GOOGL
8/7/2007,255.13,260.2,254.77,258.27,4267391,GOOGL
8/8/2007,259.93,263.15,258.8,263.15,4068931,GOOGL
8/9/2007,260.66,263.67,257.57,257.62,4849116,GOOGL
8/10/2007,255.35,259.62,253.07,258.13,5884448,GOOGL
8/13/2007,260.03,260.13,256.77,258.01,3179214,GOOGL
8/14/2007,258.12,258.96,254.25,254.55,3634035,GOOGL
8/15/2007,254.75,256.1,248.6,249.02,5409677,GOOGL
8/16/2007,246.26,248.46,240.47,246.01,8645559,GOOGL
8/17/2007,248.97,250.75,246.07,250.27,5481730,GOOGL
8/20/2007,251.48,251.53,248.25,249.21,2698225,GOOGL
8/21/2007,249.72,254.33,249.13,253.56,3618508,GOOGL
8/22/2007,255.23,258.38,254.88,256.63,3255994,GOOGL
8/23/2007,258.26,258.32,253.75,256.35,3077240,GOOGL
8/24/2007,256.56,258.03,254.5,257.76,2472653,GOOGL
8/27/2007,257.47,258.98,255.96,256.89,2325049,GOOGL
8/28/2007,256.02,257.75,253.15,253.45,3275023,GOOGL
8/29/2007,254.17,256.91,253.87,256.7,2550539,GOOGL
8/30/2007,256.44,257.96,255.54,255.96,2653547,GOOGL
8/31/2007,256.81,258.51,255.99,257.88,2977506,GOOGL
9/4/2007,257.77,264.26,257.57,262.84,3696830,GOOGL
9/5/2007,261.96,265,261.39,264.16,3314006,GOOGL
9/6/2007,264.94,265.18,259.38,262.02,3634263,GOOGL
9/7/2007,259.19,260.88,258.66,259.93,3663641,GOOGL
